Latte,26875.29999999979,1
Americano With Milk,24751.119999999948,2
Cappuccino,17439.139999999985,3
Americano,14650.259999999897,4
Hot Chocolate,9933.460000000025,5
Cocoa,8521.160000000027,6
Cortado,7384.860000000021,7
Espresso,2690.2799999999947,8
