Jan,1,6398.860000000012
Feb,2,13215.479999999996
Mar,3,15891.639999999989
Apr,4,5719.559999999998
May,5,8164.4200000000055
Jun,6,7617.7600000000075
Jul,7,6915.940000000005
Aug,8,7613.8400000000065
Sep,9,9988.640000000003
Oct,10,13891.16000000003
Nov,11,8590.540000000025
Dec,12,8237.740000000016
